project_name,full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,latitude,longitude
IDYLLIC RESIDENCES,52 LORONG M TELOK KURAU IDYLLIC RESIDENCES SINGAPORE 425346,14043.560606060606,13575.705733284927,private,103.91276006815102,1.3106758938409513
SUNNYVALE RESIDENCES,132 LORONG K TELOK KURAU SUNNYVALE RESIDENCES SINGAPORE 425790,16822.660098522167,16774.846322260117,private,103.9153111670893,1.313360268687502
LANDED HOUSING DEVELOPMENT in ELITE PARK AVENUE,58 ELITE PARK AVENUE SOUTH UNION PARK SINGAPORE 458881,16682.605196851197,16682.605196851197,private,103.92525576577346,1.3153703691593965
JUPITER 18,18 LORONG 102 CHANGI JUPITER 18 SINGAPORE 426608,15318.783068783068,15130.183509071469,private,103.90045599556402,1.3156261716348774
LANDED HOUSING DEVELOPMENT in SIAN TUAN AVENUE,55 SIAN TUAN AVENUE SINGAPORE 588329,19488.10058374495,19130.368517719926,private,103.78595301274005,1.3417221605421459
YIKAI COURT,371 UPPER PAYA LEBAR ROAD YIKAI COURT SINGAPORE 534969,12086.600142551675,12086.600142551675,private,103.87997747598884,1.3481012351673336
KOVAN MELODY,23 KOVAN ROAD KOVAN MELODY SINGAPORE 548193,13885.350318471337,14238.866111692525,private,103.8836370166714,1.3603566647217986
MANDARIN PARK,123 CHUN TIN ROAD MANDARIN PARK SINGAPORE 599689,18005.671077504725,18676.92870799989,private,103.77119826017353,1.344853382032797
RAMBAI COURT,15 RAMBAI ROAD RAMBAI COURT SINGAPORE 424334,10813.594232749741,10813.594232749741,private,103.90508071755441,1.311825430178478
ELIAS GREEN,15 ELIAS GREEN ELIAS GREEN SINGAPORE 519966,7666.666666666667,8012.425396810691,private,103.94182405611295,1.3719419889324036
CHERRYHILL,29 LORONG LEW LIAN CHERRYHILL SINGAPORE 536471,12153.846153846154,13440.582470664347,private,103.8780227590791,1.3502902658964875
AMBER SKYE,8 AMBER ROAD AMBER SKYE SINGAPORE 439853,23225.8064516129,21098.23973004494,private,103.89811434434243,1.2996297898124922
WATERWOODS,25 PUNGGOL FIELD WALK WATERWOODS SINGAPORE 828751,11250.0,11745.695360678992,private,103.9126944061352,1.3912366981210436
THE SOVEREIGN,99 MEYER ROAD THE SOVEREIGN SINGAPORE 437920,25918.367346938776,25895.49956790534,private,103.89341902746334,1.296531266961569
LANDED HOUSING DEVELOPMENT in CRANE ROAD,31 CRANE ROAD SINGAPORE 429372,23038.516405135524,21799.10409398095,private,103.89836958749376,1.3118185237067899
LANDED HOUSING DEVELOPMENT in LORONG 107 CHANGI,38 LORONG 107 CHANGI SINGAPORE 426450,14808.986740045959,16438.219995744952,private,103.90383802069161,1.3157877919807648
FERNWOOD TOWERS,24 FERNWOOD TERRACE FERNWOOD TOWERS SINGAPORE 458554,17039.473684210527,16194.254668106087,private,103.92502575631839,1.309446279750008
LANDED HOUSING DEVELOPMENT in MEI HWAN ROAD,10 MEI HWAN ROAD GOLDEN HILL ESTATE SINGAPORE 568316,11838.006230529594,11838.006230529594,private,103.85860519394325,1.3547548134400054
CARMINE COLLECTION,68A ENG KONG ROAD CARMINE COLLECTION SINGAPORE 599087,24142.926122646066,24142.926122646066,private,103.76788200260775,1.3358150660228096
THE QUARTZ,69 COMPASSVALE BOW THE QUARTZ SINGAPORE 544993,12929.29292929293,12721.964933451973,private,103.89431845228441,1.3804694925529364
SHEBA LODGE,28 CARPMAEL ROAD SHEBA LODGE SINGAPORE 429777,11111.105263157895,10992.903332042932,private,103.89767593049183,1.3133350305082683
RICCHEZZA,94 LORONG M TELOK KURAU RICCHEZZA SINGAPORE 425399,14017.857142857143,14012.6368757259,private,103.91530864297066,1.3112818611910961
CHARLTON GARDEN,40C CHARLTON ROAD CHARLTON GARDEN SINGAPORE 533811,17900.0,17900.0,private,103.88168500479873,1.3536931695884697
GAMBIR TERRACE,75A LORONG GAMBIR GAMBIR TERRACE SINGAPORE 536624,14841.351074718526,14841.351074718526,private,103.87490519514812,1.3452472500632418
LANDED HOUSING DEVELOPMENT in PARBURY AVENUE,63 PARBURY AVENUE SINGAPORE 467311,18529.956763434217,16636.361918378454,private,103.9427371104118,1.3189068470929655
3BHC,3H BRIGHT HILL CRESCENT 3BHC SINGAPORE 573996,8539.22267696846,8539.22267696846,private,103.83256389030643,1.3563899812259321
3@SANDILANDS,3 SANDILANDS ROAD 3@ SANDILANDS SINGAPORE 546066,11642.77306967985,12117.167807684089,private,103.87796729314255,1.3615991301075743
KING'S MANSION,12 AMBER GARDENS KING'S MANSION SINGAPORE 439959,19940.47619047619,19243.950143075777,private,103.89840875177991,1.3006134093230262
SUITES DE LAUREL,2 JALAN ANAK BUKIT SUITES DE LAUREL SINGAPORE 588997,16916.533758639023,16070.230690700677,private,103.78012744337175,1.3391716974147219
EDEN CREST,14 EDEN GROVE EDEN CREST SINGAPORE 539068,11772.536687631027,11772.536687631027,private,103.87206778630573,1.3451064001127706
MAYA,9 STILL ROAD MAYA SINGAPORE 423953,14276.923076923078,13819.133807369102,private,103.90781576921512,1.3092488269956681
PRESTIGE POINT,398 UPPER PAYA LEBAR ROAD PRESTIGE POINT SINGAPORE 534986,17479.296066252587,17117.947398311728,private,103.88019019630948,1.3496398280309103
LANDED HOUSING DEVELOPMENT in JALAN TANAH PUTEH,JALAN TANAH PUTEH,15215.835917004531,17053.746122803168,private,103.93137566529015,1.3162305008048536
VENTURA VIEW,16 RAMBUTAN ROAD VENTURA VIEW SINGAPORE 424292,12622.354497354498,12814.607109686121,private,103.90485812564113,1.3134633424710966
LANDED HOUSING DEVELOPMENT in WAREHAM ROAD,5B WAREHAM ROAD SINGAPORE 436773,19530.14435324087,19029.40046268891,private,103.89406221397736,1.30783976710235
CEYLON COURT,105F CEYLON ROAD CEYLON COURT SINGAPORE 429686,13404.503105590062,13404.503105590062,private,103.89985702006898,1.3088191635364648
THE MONDRIAN,7 HINDHEDE PLACE THE MONDRIAN SINGAPORE 587857,25509.21435499515,25509.21435499515,private,103.77600926997331,1.3457969545489148
SUNNY PALMS,65 LORONG G TELOK KURAU SUNNY PALMS SINGAPORE 426323,11835.051546391753,11517.887020131124,private,103.9108380164418,1.317435353130028
LANDED HOUSING DEVELOPMENT in YIO CHU KANG ROAD,YIO CHU KANG ROAD 14KM,13567.66917293233,13087.171565316587,private,103.86391003388599,1.3891596161887996
LOWLAND VIEW,16D RICHARDS AVENUE LOWLAND VIEW SINGAPORE 546423,20064.102564102563,20064.102564102563,private,103.88191141622936,1.361558773628964
MONT TIMAH,107 BUKIT WAY MONT TIMAH SINGAPORE 587785,8837.209302325582,8915.196980639297,private,103.77707986272293,1.3468234168939652
THE SHORE RESIDENCES,87 AMBER ROAD THE SHORE RESIDENCES SINGAPORE 439897,18493.95313681028,18908.363236608813,private,103.90197413029198,1.303365144761378
BOUTIQUE @ KOVAN,65 LOWLAND ROAD BOUTIQUE @ KOVAN SINGAPORE 547464,11231.306427296515,11231.306427296515,private,103.88221885657106,1.3616985835107902
KEW GREEN,41 KEW CRESCENT KEW GREEN SINGAPORE 466204,8220.858895705522,8281.253299288963,private,103.95006204738374,1.3185850908859023
VICTORY VILLE,23A TOH DRIVE VICTORY VILLE SINGAPORE 507904,7186.259143155696,7186.259143155696,private,103.97326583424417,1.363406857001741
SIGLAP HILL 33,33 SIGLAP HILL SIGLAP HILL 33 SINGAPORE 456087,8399.595687331537,8399.595687331537,private,103.91899033095497,1.320320865158883
KISMIS RESIDENCES,5 ENG KONG ROAD KISMIS RESIDENCES SINGAPORE 599091,31270.791749833665,31322.07218517433,private,103.76799478830789,1.337162987510072
PRIVE,99 GROVE DRIVE GROVE RESIDENCE SINGAPORE 275758,12216.011923773021,12435.538825044601,private,103.90493227461326,1.4011746015547863
RESIDENCE 118,118 LORONG L TELOK KURAU RESIDENCE 118 SINGAPORE 425552,14473.684210526315,14473.684210526315,private,103.91408680149097,1.312078383591114
MERAWOODS,136C HILLVIEW AVENUE MERAWOODS SINGAPORE 669608,12862.595419847328,13334.178677256154,private,103.7597837602923,1.3562871428985748
WESTMERE,77 JURONG EAST STREET 13 WESTMERE SINGAPORE 609653,9551.724137931034,10032.922903686462,private,103.73602677297832,1.3374986064065353
SUMMERDALE,10 BOON LAY DRIVE SUMMERDALE SINGAPORE 649929,8461.538461538461,8788.729372026713,private,103.71223144135749,1.3426759138967552
THE DAIRY FARM,27 DAIRY FARM ROAD THE DAIRY FARM SINGAPORE 679048,16241.739006180116,15374.957213418691,private,103.77052078044503,1.36487552196591
SELETAR VIEW,26 SELETAR HILLS DRIVE SELETAR VIEW SINGAPORE 807041,7352.941176470588,7352.941176470588,private,103.87567454384887,1.3841156305088644
ESTE VILLA,17L NIM ROAD ESTE VILLA SINGAPORE 804994,8034.993067695461,8448.431201128942,private,103.86433756205923,1.3819953941901315
SPRINGLEAF VILLAS,71 SPRINGLEAF CRESCENT SPRINGLEAF VILLAS SINGAPORE 788371,7743.90243902439,7471.38101147785,private,103.82391324455713,1.400027239969827
WESTWOOD RESIDENCES,196 WESTWOOD AVENUE WESTWOOD RESIDENCES SINGAPORE 648153,13104.556074766355,12912.389912010038,private,103.69655099593376,1.3516797907120017
DALLA VALE,160 SPRINGLEAF AVENUE DALLA VALE SINGAPORE 786350,9205.298013245034,8664.989489245156,private,103.82323938696811,1.4004365900320734
LANDED HOUSING DEVELOPMENT in BEGONIA TERRACE,20 BEGONIA TERRACE SINGAPORE 809775,11285.26645768025,11285.26645768025,private,103.86105988473913,1.388150519427324
THE QUINTET,46 CHOA CHU KANG STREET 64 THE QUINTET SINGAPORE 689106,9598.220547945206,9523.776802811137,private,103.75054725569657,1.399286812984486
HILLS TWOONE,21 HILLVIEW TERRACE HILLS TWOONE SINGAPORE 669232,15540.54054054054,15536.446549363161,private,103.75842105605122,1.3524492458655286
PROVENCE RESIDENCE,29 CANBERRA CRESCENT PROVENCE RESIDENCE SINGAPORE 757081,12634.146341463415,12695.435460316552,private,103.82701143311336,1.4483260828715754
MELODY VILLAS,77 LENTOR WALK MELODY VILLAS SINGAPORE 788831,17297.297297297297,17297.297297297297,private,103.83838264378993,1.3892702796221092
LANDED HOUSING DEVELOPMENT in LENTOR DRIVE,30 LENTOR DRIVE SINGAPORE 789360,11518.01535735381,11518.01535735381,private,103.83644328165606,1.3854108156583624
ROOTS @ TRANSIT,9 TRANSIT ROAD ROOTS @ TRANSIT SINGAPORE 778885,13658.536585365853,13844.479718780907,private,103.81808817880417,1.4048780550639552
ALANA,94 SUNRISE TERRACE ALANA SINGAPORE 806391,10276.209399232828,10192.88535827043,private,103.85532434200249,1.3891755457900836
THE JADE,9 BUKIT BATOK CENTRAL LINK THE JADE SINGAPORE 658074,11861.605839416057,12208.666979882722,private,103.74890788475103,1.3490007332803222
PARC ROSEWOOD,99 ROSEWOOD DRIVE PARC ROSEWOOD SINGAPORE 737797,12722.2,12367.02684228103,private,103.78605033238148,1.4272872745580247
THE WISTERIA,596 YISHUN RING ROAD THE WISTERIA SINGAPORE 768697,13636.363636363636,13745.139333755458,private,103.84151136742206,1.4179497124641955
WOODSVALE,19 WOODLANDS DRIVE 72 WOODSVALE SINGAPORE 738098,7385.964912280701,7609.957264631835,private,103.80471529013347,1.4438055950727642
PARC OASIS,53 JURONG EAST AVENUE 1 PARC OASIS SINGAPORE 609783,10763.157894736842,11033.847602845575,private,103.73336179099852,1.3441907037770795
NORTH GAIA,33 YISHUN CLOSE NORTH GAIA SINGAPORE 769345,14060.30303030303,14061.67249952947,private,103.84489552362464,1.4363116307272232
BELGRAVIA PARK,102 SELETAR TERRACE BELGRAVIA PARK SINGAPORE 806970,15369.161225514817,14601.882584679643,private,103.86965325270185,1.3826209341204172
THOMSON GROVE,590 YIO CHU KANG ROAD THOMSON GROVE SINGAPORE 787073,16666.666666666668,16346.098104793757,private,103.8357467301352,1.3843817479001912
THE GREENWICH,15 SELETAR ROAD THE GREENWICH SINGAPORE 807018,12678.57142857143,12687.783880166411,private,103.86911221532166,1.3868247562755682
LANDED HOUSING DEVELOPMENT in KERONG LANE,25 KERONG LANE SINGAPORE 757232,13261.000602772754,12646.115480347016,private,103.83884212052685,1.4597244175181316
BULLION PARK,170 LENTOR LOOP BULLION PARK SINGAPORE 789099,14155.844155844155,14152.12418284648,private,103.8355452314108,1.392387454707658
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,15581.39534883721,15850.942888520667,private,103.87262201487133,1.3967553601003322
SUNRISE GARDENS,57 SUNRISE AVENUE SUNRISE GARDENS SINGAPORE 806748,9013.157894736842,9322.440216237497,private,103.85728849356833,1.3899988628032343
BELGRAVIA VILLAS,424 BELGRAVIA DRIVE BELGRAVIA VILLAS SINGAPORE 804717,10396.282151716934,10217.490954430215,private,103.86528963572331,1.3807022348409377
CACTUS BLOOM,136D CACTUS ROAD CACTUS BLOOM SINGAPORE 809672,13318.14186613122,13318.14186613122,private,103.85118600191153,1.3914828140527002
MONT BOTANIK RESIDENCE,2L JALAN REMAJA MONT BOTANIK RESIDENCE SINGAPORE 668729,18465.909090909092,18549.609752291086,private,103.76172181891127,1.3577310754158536
THE BROOKS II,25 SPRINGSIDE GREEN THE BROOKS II SINGAPORE 786015,14814.751286449398,14138.01997853035,private,103.81884995789764,1.403938591069547
LANDED HOUSING DEVELOPMENT in CHESTNUT AVENUE,16 CHESTNUT AVENUE SINGAPORE 679502,12027.833001988072,12027.833001988072,private,103.77223739798352,1.3702775115147572
GRANDE VISTA,24 CACTUS DRIVE GRANDE VISTA SINGAPORE 809694,12603.624716818998,12686.788648556905,private,103.85130834513687,1.388271460342446
THE COUNTRYSIDE,2 COUNTRYSIDE VIEW SINGAPORE 789718,15214.234713404274,15448.494823564391,private,103.83980059028804,1.3895116501351956
MIMOSA PARK,85 MIMOSA CRESCENT MIMOSA PARK SINGAPORE 808040,12822.085889570551,12534.900874309038,private,103.86337484088382,1.3828514086493884
CASHEW PARK CONDOMINIUM,70 CASHEW ROAD CASHEW PARK CONDOMINIUM SINGAPORE 679646,13360.469771787,13128.778986252399,private,103.7680788913083,1.3705870004824332
LANDED HOUSING DEVELOPMENT in JALAN TARI PIRING,59 JALAN TARI PIRING JALAN KAYU ESTATE SINGAPORE 799212,15338.526063511084,16176.61965258511,private,103.87120256334052,1.400467781365831
WOODGROVE CONDOMINIUM,12 WOODGROVE DRIVE WOODGROVE CONDOMINIUM SINGAPORE 738212,8378.38623415882,8679.344221264237,private,103.7829695161197,1.4292890269951026
HILLINGTON GREEN,59 HILLVIEW AVENUE HILLINGTON GREEN SINGAPORE 669616,13614.130434782608,14063.43126131721,private,103.76451501410982,1.3603444064304366
LANDED HOUSING DEVELOPMENT in JALAN TARI DULANG,25 JALAN TARI DULANG JALAN KAYU ESTATE SINGAPORE 799340,12083.973374295954,14895.148407739225,private,103.8704959296467,1.3995299011483684
LANDED HOUSING DEVELOPMENT in WAK HASSAN DRIVE,49 WAK HASSAN DRIVE SINGAPORE 757384,10776.505724240915,10805.568398168503,private,103.83758674837493,1.459933471201792
SEMBAWANG SPRINGS ESTATE,5A JALAN SHAER SEMBAWANG SPRINGS ESTATE SINGAPORE 769383,11882.87100422263,13536.392523433056,private,103.82655895554787,1.4371533224362025
HILLVIEW HEIGHTS,29A HILLVIEW AVENUE HILLVIEW HEIGHTS SINGAPORE 669562,15003.624501631026,15401.214676352489,private,103.76557431654287,1.3610177129584995
POETS VILLAS,184 TAGORE AVENUE POETS VILLAS SINGAPORE 787853,6837.758112094395,7179.3337243266915,private,103.82876981449152,1.3816961994488588
SEMBAWANG GARDEN ARCADE,9 JALAN DERUM SEMBAWANG GARDEN ARCADE SINGAPORE 759422,11772.01068517582,12035.594725781944,private,103.8229047591728,1.4416777408538408
THE CANOPY,85 YISHUN AVENUE 11 THE CANOPY SINGAPORE 768865,9247.31182795699,9803.117171509914,private,103.84842048504945,1.4238551154857368
NATURA@HILLVIEW,22 HILLVIEW TERRACE NATURA@HILLVIEW SINGAPORE 669233,14565.714285714286,14366.92325839933,private,103.75879674837793,1.3532702873864406
EIGHT COURTYARDS,10A CANBERRA DRIVE EIGHT COURTYARDS SINGAPORE 768143,11785.682500834353,11983.588166813715,private,103.83104275841204,1.438788976699242
NINE RESIDENCES,14 YISHUN AVENUE 9 NINE RESIDENCES SINGAPORE 768895,13181.818181818182,13066.578136734684,private,103.8417583578648,1.4333936973789418
THE ESSENCE,1 CHONG KUO ROAD THE ESSENCE SINGAPORE 779830,14861.764705882353,14583.789430800307,private,103.81716606384597,1.4034552703016592
LANDED HOUSING DEVELOPMENT in JALAN MACHANG,19 JALAN MACHANG SEMBAWANG STRAITS ESTATE SINGAPORE 759179,10887.46168442563,10887.46168442563,private,103.83645238825167,1.4563884186667764
SEMBAWANG STRAITS ESTATE,8 ANDREWS AVENUE SEMBAWANG STRAITS ESTATE SINGAPORE 759927,14134.275618374559,14724.283207636583,private,103.83730382716568,1.4582153047397899
HOCK SWEE HILL,5 BEGONIA CRESCENT HOCK SWEE HILL SINGAPORE 809974,12613.761438761614,12506.539270443267,private,103.8634386906921,1.3893405130184677
EATON PARK,5C GERALD CRESCENT EATON PARK SINGAPORE 799699,16815.034619188922,16307.753203275503,private,103.87693920599656,1.3873058323369285
LAKE GRANDE,6 JURONG LAKE LINK LAKE GRANDE SINGAPORE 648159,17731.34328358209,17933.713296074024,private,103.72402304021799,1.3455985411442866
HILLVIEW 128,126 HILLVIEW AVENUE HILLVIEW 128 SINGAPORE 669612,11391.752577319588,12182.134975677245,private,103.76096320329201,1.3569090603696068
NIM GARDENS,77 NIM ROAD NIM GARDENS SINGAPORE 807586,11529.411764705883,11165.059368273076,private,103.86380542082298,1.3810533872767183
SERENE PARK,31 TAMARIND ROAD SERENE PARK SINGAPORE 806040,11522.29592689429,13388.38963669684,private,103.86213615724134,1.3895442723355507
PALM GARDENS,2E HONG SAN WALK PALM GARDENS SINGAPORE 689051,8928.57142857143,9380.560675264001,private,103.74788171381469,1.378074569438784
CHESTNUT VILLE,46 JALAN PAKIS CHESTNUT-VILLE SINGAPORE 678633,10806.675466782457,11206.698880016624,private,103.76983451431786,1.3672418631199577
LANDED HOUSING DEVELOPMENT in ELIZABETH DRIVE,43 ELIZABETH DRIVE HILLVIEW GARDEN ESTATE SINGAPORE 669732,10374.331550802139,11569.179972104068,private,103.76211606644996,1.3605683866014056
KINGSFORD . HILLVIEW PEAK,103 HILLVIEW RISE KINGSFORD . HILLVIEW PEAK SINGAPORE 667982,14770.833333333332,14500.999388223574,private,103.76416893366392,1.364790399712292
HONG HENG TERRACE,41 THONG BEE ROAD HONG HENG TERRACE SINGAPORE 779008,16314.933625311554,17422.61981821799,private,103.81684654618331,1.4040056188534278
THE MAYFAIR,7 JURONG EAST STREET 32 THE MAYFAIR SINGAPORE 609480,10623.923444976077,10783.561347424915,private,103.73358703724621,1.3461154814996137
MIMOSA TERRACE,18 MIMOSA ROAD MIMOSA TERRACE SINGAPORE 808022,18393.333333333332,18685.201786923815,private,103.86117692501799,1.3841653327000365
THE MADEIRA,56 BUKIT BATOK STREET 31 THE MADEIRA SINGAPORE 659445,10373.563218390806,10335.349377141016,private,103.74954027346087,1.3569741752191848
THE TOPIARY,25 FERNVALE LANE THE TOPIARY SINGAPORE 797502,11881.18811881188,12225.17537450021,private,103.87176861509884,1.3884747449302195
TWIN FOUNTAINS,19A WOODLANDS AVENUE 6 TWIN FOUNTAINS SINGAPORE 739000,10734.192136061294,11190.837253545524,private,103.79916117686999,1.4312905454382514
THE LANAI,144 HILLVIEW AVENUE THE LANAI SINGAPORE 669630,16494.845360824744,16163.520487952528,private,103.76176145932344,1.3563635892802934
HEETON CLASSIC,37 THONG SOON GREEN HEETON PARK SINGAPORE 787343,15859.035745899724,14834.280672502277,private,103.82028174503138,1.3991659542106876
LANDED HOUSING DEVELOPMENT in JALAN JENDELA,18 JALAN JENDELA WOODLANDS PARK SINGAPORE 739695,7737.35062906462,7737.35062906462,private,103.75862781713008,1.4152303195137814
LANDED HOUSING DEVELOPMENT in KERONG WALK,8 KERONG WALK SINGAPORE 757130,12639.01615079445,12639.01615079445,private,103.83933191769131,1.4595732770261254
LANDED HOUSING DEVELOPMENT in OAKWOOD GROVE,6 OAKWOOD GROVE SINGAPORE 737926,6116.643129396443,7099.910307616644,private,103.7789459489507,1.4265694162306066
TUAN SING PARK,54 DEDAP ROAD TUAN SING PARK SINGAPORE 809458,13530.781035162578,13671.262368684675,private,103.86500367334625,1.3884885216538314
WOODLANDS PARK,47 JALAN GELEGAR WOODLANDS PARK SINGAPORE 739796,9969.788519637463,9492.143330534818,private,103.76048818195079,1.417302743092345
BELGRAVIA ACE,403 BELGRAVIA DRIVE BELGRAVIA ACE SINGAPORE 807705,11620.689655172413,11659.57088035277,private,103.86454376083906,1.3811471552435035
SEMBAWANG SQUARE ESTATE,886B SEMBAWANG ROAD SEMBAWANG SQUARE ESTATE SINGAPORE 758486,10209.709448638754,10209.709448638754,private,103.82929927286769,1.450936738744272
LANDED HOUSING DEVELOPMENT in JALAN BANGAU,5 JALAN BANGAU SINGAPORE 809350,15695.067264573992,15695.067264573992,private,103.87139191114494,1.3831646166486768
KANDIS RESIDENCE,10 KANDIS LINK KANDIS RESIDENCE SINGAPORE 756971,13595.490196078432,13847.133591307193,private,103.83676007285192,1.4561829210849004
THE WOODGROVE,3 WOODGROVE DRIVE THE WOODGROVE SINGAPORE 738230,8765.432098765432,8971.948062235751,private,103.78149509223081,1.4287989858069026
BUKIT 828,828 UPPER BUKIT TIMAH ROAD BUKIT 828 SINGAPORE 678155,17130.227439471753,17056.1624030697,private,103.76312476480312,1.3738359173581896
MEADOWS @ PEIRCE,632 UPPER THOMSON ROAD MEADOWS @ PEIRCE SINGAPORE 787133,14704.769412692156,14536.139957733976,private,103.82742465915646,1.3813560594065604
THE GARDENS AT GERALD,25A GERALD DRIVE THE GARDENS AT GERALD SINGAPORE 797686,7183.912861332216,7441.247280888857,private,103.87736200725618,1.3853976531817245
THE LINEAR,884 UPPER BUKIT TIMAH ROAD THE LINEAR SINGAPORE 678183,11557.377049180328,12093.066395618285,private,103.76284642297752,1.3753946165196986
LAKESIDE APARTMENTS,JLG: LAKESIDE GARDEN,7829.787234042553,8889.988829787235,private,103.72559133001539,1.3363455437069398
THE FLORAVALE,246 WESTWOOD AVENUE THE FLORAVALE SINGAPORE 648367,8170.731707317073,8576.943261620056,private,103.69769484501653,1.3509614404152128
PARC VISTA,462 CORPORATION ROAD PARC VISTA SINGAPORE 649816,10256.410256410256,10445.789275364752,private,103.71700553481551,1.3447771008029061
